QQ,Info
118,大家 好 加入 班级 为啥 回放 回放 以前 打开 黑屏 今天 课 中间 老师 出 问题 后面 好 大家 以前 课时 视频 为啥 打开 黑屏 拖到 哪块 黑屏 应该 慢 直播 正常 以前 看过 回播 正常 为啥 现在 不行 换 360 浏览器 好 IE 不行 谢谢 机器 学习 做 肺癌 预测 分类 做 方面 非 平衡 数据 集 分类 问题 研究 谢谢 决策树 并行 化 分布式 编程 模型 大家 研究 提供 分布式 策略 积分 求和 李航 统计 学习 方法 电子版 共享 能否 给我发 一份 想 谢谢 我加 谢谢 做 强化 增强 学习 算法
159,感觉 课程 好难 样子 本书 中文版 多谢 多谢 欲速则不达
3,大家 好 同意 意思 课程 码 找 不到 奥 看到 谢谢
64,https wxe9c061d2aed9ae09 91pintuan com group 58628d427eb9a765d0e8e838 请问 课程 加入 已经 付款   输入 课程 码说 不能 有加 进入 同学 来说 机器 学习 已经 加进去 报名 数学 基础 课程   客服 不理 才 群里 问 刚才 链接 打开 输入 课程 码后 优惠券 已过期 才 买 几天
56,群里 深圳 同学   组成 一个组   问题 方便 交流   个人 建议   谢谢 加下 QQ 找 好 不是 远 好 好像 只能 群主 邀请 请问 老师上课 讲 代码 数据 下载 谢谢 谢谢
149,开课 哦哦哦 以为 点半 老师 辛苦
188,群里 广州 同学   组成 一个组   问题 方便 交流   个人 建议   谢谢 加 QQ 意思 两天 会 建立 城市 组 到时候 出差 深圳 考虑 几号 上课 好
138,南京 两天 考试 回播 课件 打印 感觉 python 强大 数据分析 数据挖掘 爬虫 物 联网 树莓 派
44,上海 深度 学习 课程 码换 敬业 福 我来 玩笑
137,请问 账号 绑定 课程 手机 直播
10,班里 微信 群 扫 一扫 小伙伴 共享 滴 不拉 振国 兄 远 高中 课本 翻出来 新 学习 一边 数学 对滴 基础 扎实 组团 木有 女票 做 开发 坚决 加 公司 有个 国外 科学 团队 美国 做 不来 中国 训练 数据 提供 小 公司 人顶 一堆 人 干活 ntp 振国 兄说 棒
362,拉加
307,买 没有 课程 学号 917 好 怪 笨 课件 看不懂 天书 告诉 不是 人
246,南京 南京 加 http www chinahadoop cn classroom 32 courses 估计 放到 周末 数学 基础 较差 主要 年底 事情 好书 正合我意 共享 文件 里 其实 个人 觉得 应该 先 整个 机器 学习 流程 走一遍 大家 有个 直观 认识 分类 讲 数学知识 建模 编码 准备 数学 基础 一遍 线代 高数 概率 泪 考虑 估计 flash   问题 两天 补 基础 估计 年前 这种 状态 出趟 差 缺席 好 几次 课 黑屏 看见 听见 清晰
331,课程 七点 半开 讲 八点 七点 半只 准备 OK 进不去 乱码 感觉 有开 挂 页面 进不去 扫同 一张 得到 两种 爱国 好多 富强 友善 一张 高校 科研 岗 教学 岗 两类 侧重 不同 科研 厉害 人 一定 能教 好 课 邹博 老师 水平 远 学生 之上 就够 毕竟 群里 大都 初级 中级 学生
297,好 手机 app 缓存 点开
195,真的 好多年 没有 这种 方式 上课 感慨 anaconda2     anaconda3   选 好 ok 遇到 问题 谢谢 刚才 装好 anaconda sklearn 下面 条 命令 即可   conda   install   scikit learn 去年 月 买 r9   370
374,pycharm 破解 服务器 地址     小 纠结 谢谢 小 纠结 谢谢 xgboost linux 这次 需要   这次 数学知识 互扫 人 只能 邀请 一次 互扫 spark 活跃 人数 flink 很多 可能 替代 反正 Beam 出 活跃 程度 反正 写   想 跑 跑 好 哪有 真正 取代 开挂 人数   相当于 一次 ddos 进不去 不是 正常 平板 肯定 苹果 号 觉得 屏幕 看起来 人 舒服 买个 大点 好 机器 视觉 中科院 贼 难   比硕博少 一年 坏处 最后 毕业 本科学历 预算 感觉 直接 1W   还要 好 主板 便于 以后 升级 主板   U   显卡   三个 一万 专业 显卡 不是 amd 比英 伟达 好 mac 配 amd 深度 学习 作图 渲染 群 文件 估计 以前 传 临时文件 到期 淘宝 两三 块钱 买个 共享 迅雷 会员 高速 通道 一会 好 安装 之后 进 注册表 控制面板 删 时间 猛然 加 内容 后面 讲 完 咋办 要求 精益求精 别人 说个 改进 不行 没意思   理解   牛逼能 牛 逼 邹博 老师 不学 设 限制 不是 坏习惯 学习 大家   没法 往下接 dalao 一盘 情况 大 数据 集集 进行 训练 别人 一个打 好 label 数据 集 进行 训练 90 % 训练 剩下 10 进行 测试 选择 其实 不是 清楚 看着 反正 觉得 计算机科学 玄学 成分 很大 经验 成分 运气 成分 觉得 不小 近似计算 不是   生成 N 随机数 点落 园 里面 概率 没有 定理 想 圆 方程 取值 四分之一 圆   最后 圆 方程     ^ ^ ^ 单位 圆 落 圆内   改成 小于 等于 会 0.25 蒙特卡罗 查   确实 名字 公式 LaTex 确定 分为 两组   每个 觉得 排列组合 全 排列 是否 符合条件 大于 11 递归 生成 全 排列 已经 超级 慢 暗示   男孩 直   不能 直说   还要 暗示   讲道理   感觉 挺烦 git 下个 source   tree 不用 命令行   图形界面 好用 华电 好多 学校 已经 出 想 问 spark 机器 学习 讲 基于 DataFrame ml 基于 RDD mllib 官网 文档   ml mllib 更 高级 py 转 scala 快 这是 scala wordcount λ 好多 数据量 大 貌似 hadoop mahout spark mllib 喷血 思想 问题 喷血 天纵 之才     随随便便 偷师 天纵 之才 喷血 您老 厉害 麻烦 赶紧 去 投机 赚 几个 房子 移民 国外 俯瞰 这种 国内 渣 渣 VPN 一个月 快 小钱 为啥 不能 我用 挺 好 别人 搭 SS   去 开 电脑 发 网址 接地 气 不是 正常 算法 基本 几十年 前 需要 发展 出来 接地 气 不扯 alt     　 应该 超过 三维 已经 没法用 图像 显示 gpu 贵买 买块 好 卡 用来 玩游戏   VR 斜眼 笑 应该 公式 套 直角坐标 转 极坐标 唔   买 骚贵 550 河北 不好 找 学校 河北 科技   河北 农业 觉得 分 差不多 河工 大是 211   550 不够 580 差不多 怕 分数 高不成低不就 去 二本 甘心 一本 学校 好点 够 不到 报考 指南 觉得 卵用 没有 出分 线 能考 600 分 偏远 211 去 好 专业 http download csdn net detail u011669700 9767525     阿里 之瞳 高清 版 推荐 大家 需要 自取 阿里 出 那本 面试 书 去年 出 不是 所有 技术 面试官 合力 出 电子书 清晰 程度
92,http idea iteblog com key php 小 纠结 客气   输入 注册 服务器 里   早
53,anaconda     先装 好 今年 课 中间 过年 安排 今天 白 直播 页面
247,链接 破解 pipinstall 内存 不是 瓶颈 听 小时 天书 昨天 听 吐血 今天 吐血 一次 我要 学习 数学 学生 版权 意识 洛阳 今晚 吐血 直播 缓存 喷血 今晚 缓存 保存 点错 喷血 喷血 喷血 喷血 喷血 现在 急需 安慰 安慰 人 最好 方法 比惨 没有 直播 过期 来来来 相互配合 去 微信群 帮 已经 积分 已经 帮 相互 搞 估计 有没有 敬业 限量 20 觉得 抢 回放 今天 停课 一轮 真要 搬 砖 觉得 群里 一天 挣 一门 课 钱 人 喷血 没有 年终奖 路过 搞定 睡觉 抢 课程 竞争对手 不同 看法 正常 必要 吃 西瓜 中 外边 下着雪 一边 吃 西瓜 好多 这种 原来 碰到 这种 情况 粉 转 黑
341,pycharm anaconda 装 显示 直播 等待 中 正常 放个 东西 测试 mv
147,没有 上课
179,直播 等待 中
333,闪照 请 使用 新版 手机 QQ 查看 闪照 密码   多谢 https wxe9c061d2aed9ae09 91pintuan com group 586b4079bbf91858f60ff2dc
203,上课 需要 配置 实验 编程 环境 上课 需要 配置 实验 编程 环境
253,以后 八点 吓死 飚 车 回来 大工 找到 之前 版本 PPT 版本 删掉 内容
122,托脸 morning 是不是 编码 格式 改成 utf pycharm 右下角 基础 书好 import 放在 程序 开头 请问 有没有 推荐 基础 书 这本 可惜 阅览 昨晚 讲 知识 告诉 python3 指南 好 本书 细致 好 谢谢
313,这是 基本 不算 变态 Bengio   Deep   Learning 网上 已经 翻译 完 https github com exacity deeplearningbook chinese 视频 老是 弹出 网址 用户名 http www chinahadoop cn course 811 learn lesson 16268 客气 微分 去 微元 愿闻其详 一元函数 微分 不是 自变量 微分 dx 增量 函数 微分 ′ dx 同意 楼上 一块块 微元 过程 推导 底数 时会 等于 n1 n2 n3 nk N 离散 求 期望 取值 乘以 概率 次方 等于 箭头 细究 好处 推导 恰好 说明 特殊性 不错 不错 程序员 数学 系列 用来 入门 蛮 好 可读性 数学 专业 书 好多 结合 程序 感兴趣 实例 大家 线 免费 学习 缺憾 需要 一种 外 压力 课程 内容 自学 懒 交钱 心疼 钱 听课 大家 一起 学 人学 更 坚持下去 矩 高阶 高中 推 https www zhihu com question 34143886 answer 131046490 https www zhihu com question 22237507 answer 53804902 超清 阶级 固化 周 那怎么行 里面 不含 看看 博客 评论 区 承认 笔误 图 图 代表 深度 会 玩 爱国 换 友善 送 加 加 和谐 分类 现在 上谷 歌 大家 方式 买 搭 好 几何 概型 转折 打脸 清华 开源 镜像 站 下载 https mirrors tuna tsinghua edu cn help anaconda Win10 论文 直接 sci hub 谨慎 这群 八百 人 999 http share weiyun com ab20de49a3c56748553a797c68c884cf 现在 网址 换成 sci hub cc 群里 交流 即可 不用 谷歌 学术 镜像 百度 学术 只能 算是 reshape 别想 transpose 别介 觉得 用处 李航 大开眼界 假装 懂 样子 http mp weixin qq com T4NwqjKRb1H4qlzjo2MZag 直接 装 Anaconda 解千愁 范数 绝对值 绝对值 加 绝对值 记号 混淆 https www zhihu com question 36694952 https www quora com Support Vector Machines Why is solving in the dual easier than solving in the primal 权威 做 出来 公司 背书 python 包做 出来 出 问题 只能 负责 想 表达
277,昂 想 做 data   scientist machine   learning   engineer 吊吊 学 专业 回放 出来 找 半天 看到 pot Anyway 睡觉 不错 Deep   learning   领军人物 建议 看看 英文 真 逃不掉 NLP   斯坦福 课 不错 懂 最近 CNN   feifei   li 课程 八错 电脑 找 明天 发给你 slides   notes Video YouTube problem O 不敢 不敢 太多要 给力 已经 引进 http cs231n stanford edu syllabus html 毛宁 缓存 试试 只能 在线 ipad 版本 先 百度 搜索 顶多 告诉 大概 搜索 pyrhon   pip 安装 package 好 最 省力 不个 WinPy 东西 安装 全 Pycharm 第一次 听说 汉化 公司 vscode 好 东西 电脑 回放 好 需要 正太 谢谢 老师 机器 学习 一段 期间 半年前 才 Andrew   Ng   Yaser   Mustafa 公开课 接触 算法 做 data   science   机器 学习 算法 需要 非常 通透 默写 这种 谢谢 老师 给力 请问 安卓版 app 下载 课程 轨迹 里 下载 找到 多谢 最近 想 买个 tablet   觉得 手机 听课 太小 有没有 推荐 笑 哭 去 屏幕 苹果 最好 三星 差 一点点 苹果 三星 贵 大约 1000 块 感觉 平板 太少 不像 电脑 天天 在家 肯定 台式 爽 macbook   pro 在家 新 触摸板 非常 大 上部 触摸 小条 感觉 没什么 指 接口 貌似 口 课放 note3 凑合 百度搜 找 相关 算法 有意思 做点 数据 相关 好 903 同学 干什么 工作 datawarehouse 不错 machine   learning 东西 做 每次 QQ 必然 有人 吵起来 时间 吃个 西瓜 多好 吃 西瓜 吃 西瓜 谢谢 神奇 输入法 醉 IE 放弃 跟不上 已经 做 topic Benign   or   malignant 病 做 一点 AI 算命 好 想法 参数 放进去 出来 会 娱乐性 summarization 可能 加点 昂 处理 中文 Underlying   distribution   辞职 做 做 AI 刚 做 low 网络 学校 不卡 回家 卡 安 卓有 下载 课程 不能 快进
166,SVM 从头到尾 推 一遍 试试   几十页 纸能 写 完 李航 书 里头 省略 拉格朗 日   SVM 推 30 多页 SVM 推得 出来   神经网络 简直 洒洒 水 宗 统计 自然语言 处理 jieba 分下 词   TFIDF 统计 词频   选定 主题   word2vec   套路   现在 很多 卷积 框架 做 自然语言 文字 参看 科大 讯 飞 http blog csdn net real myth article details 52274005 张志华带 学生 做 翻译   去 git 中心 极限 定理 加大 数 样本量 大   大部分 正态 近似 本地 问题 这种 基础 基础 百度 系统学 下好 每个 语法 解释 统计 机器 学习   基本 公式 推导   依然 比较 经典 统计 学习 方法 !   一定 数学 基础 high 想要 以后 从事 机器 学习   算法 工程师 职位   必须 得会 推   包括 很多 统计 概率 相关 知识   玩玩 当然 无所谓 讲 文本 挖掘 最近 工作 中 碰到 可能 vim sed awk   常年 etl 标配 aix   linux power   linux 几十年 老 玩意 网上 到处 美国 工作 多年   上升 通道   平心而论 美国 好 太多太多 没有 考虑 现在 gay 越来越 流行 没有 数学 根基   调包   算法 不停 变   原理 不会   几百年   微积分 线性代数 泛函 所有 学科 基石 实际   机器 学习 真正 用到 算法   建模 不到 30 % 功夫   更 降维   pca   清洗   假设检验 没有 统计   基础   真心 难 线代要 填 坑 更 恼火 特征 分解 奇异 值 广义 特征 Rayleigh 熵 正 逆反 矩阵 变换 转置 吴恩达 小白 懂 根本 讲 原理 损失 函数 求导 根本 解释 2N 疑惑 加个 讲求 导 不同 基础 人 懂 SVM 没有 直接 统计 学习 方法 一步 推导 清楚 推 30 多页 估计 讲 SVM 详细 真 深 那点 线性代数 当然 不够 凸 优化 一本 厚厚的 700 多页 书 泛函 核 弄 深 更是 巨坑 SVM 里边 这点 核太 皮毛 信号处理 里边 才 大量 用到 统计 学习 方法 里 推导 详细 小步 30 多页 没算 拉格朗 日 附录 的确 讲 好 适合 入门 以后 从事 这行 深度 不够 适合 入门 只 几集 方阵 分解 特征向量   普通 矩阵 需要 填充 补位 进行 奇异 值 分解   对称 矩阵 特征向量 实数 复数 域   大小   排名 前 特征向量 丢弃 权重 小   意思       丢弃 大量 特征 信息   其实 质量 原来 没有 大 区别 回放 插件 有用吗 方阵 才 特征值 分解   不是 方阵 奇异 值 老师 没有 深入 讲   结合 左 零空间 理解 文案 点赞 大家 送 课 请 帮忙 加油   人均 会 两块 噢 李晨   故事 够 深沉 洪金宝   王 学兵   成龙 纷纷表示 愿意 听听 李晨 故事 最 关键 一点   假设 服从 高斯分布 中心 极限 没关系 Michael   I   Jordan 半个 月 之前 清华 演讲 宣布 月底 推出 Ray   取代 Spark spark 开发 不是 整个   机器 学习 框架 老师 年 精力 时间   搬 砖 有钱 买 课程 搬 砖 一天 几百 工钱 搬 砖 比喻   做 意义 事   不用 舍 张脸 钱 总是 能力 配不上 认为 值得 钱 刚好 年 后 老师 来讲 天 R 深度 学习 买 毛 A 卡   找虐 前年 月 买 GTX   980 社招 零 基础 零 经验 不要 想   愿意 接受 刚 毕业 工资 4000 愿意 银行   三方 vendor 不大可能 做 核心 风险 模型 几百 兆 400M 样子 需要 成本   加 消费者 需要 流量 买点   几百 M 才 几块钱 新 算法 去 paper 机器 学习 体系   代码 实现 git 搜 一大 问题 大部分 人 第一次 听 新 算法   举个 例子 机器 学习 里边 经典 算法   不是 五六十年 历史   微积分 几百年 15   16 年 估计 对抗 网络 算 全新   14 年 提出 不是 新 算法   新 思想 期待 R 版本   最近 公司 找 国内 R 大牛 培训 几天   感觉 R 好   caret   e1071 包 py 差   sparkr 更是 简单 易用 感觉 机器 学习 包 比较 乱 没有 sklearn 系统 这得 不同 模型 不同 应用 场景 分   标准答案 方便 人读   机器 需要 更换 conda 源到 清华 数学 懂   这行 难 走 深 要造 轮子 公式 翻译 代码 表示 公式 群体 屏蔽 这人 这方面 从业 几年 不少   好好 上课 同事 这课   年薪 没有 百万 差 太远   博士 毕业 银行 风险 模型 多年 中年 去 30 出头 40 情商 低 惊人 尊师重道   老祖宗 教给 中国 人   老师 不是 完人   方面 教 一点 值得尊重   觉得 不行 听   想要 所有人 迎合 理念   包括 老师 管理员 直接 踢 影响 学员 不要 粗口   发个 图 就算 数据量 大 关系数据库   Etl 并行   以前 项目 聚合 20 亿条 常见 换 电脑 scikit learn ..... 颜色 模板 R 刚 看到 大神 画 没有   大神 不理 今晚 回去 画 会画 没有 卵用 注孤生   跑 代码 功夫 请 去 高档 餐馆 之前 听 刚 毕业   500 万 年薪 挖 美金 计量经济学 第一章   股票 无法 预测     中国 A股 更是 奇葩 中 奇葩 符合 市场 经济 规律 Jensen 不等式 忘   EM 里边 应该 讲过 凸函数 两点 连线 之间 任意 值   大于   函数 值 太久 忘   记得 以前 还学过 应用 凸函数   仿射 文本 挖掘 方面 老师 已经 讲得 浅   其实 很多 概念 尽量 漏 三节课 讲 完 明白 几何 距离 定义   所有 距离 分割 超平面 距离 除以 法 向量 模   几何 距离 中取 min   期望 几何 距离 尽量 大 起到 更好 区分 效果 max   min 老师 压缩 一节课 漏掉 很多 内容   感觉 蛮 遗憾   SVM 算是 囊括 机器 学习 大部分 精华 思想 转置 复杂 规律 难道 不是 把头 横 过来 意思 原先 矩阵   行 列 不妨 来记   索引 号   行 索引 号   列 索引 号 轴心 转置 后       行     列   矩阵   原先 矩阵 第二行   索引 原来 应该   转置 后 没有   公司 统计 出身   动不动 就要 考虑 共线 玩法   统计 考虑 模型 空间 中 选择 模型 才能 符合 观测 数据   还要 假设 验证   共现 重要一环 机器 学习 直接 暴力     加上 正则   反正 不停 迭代 接近 解释   越到 最后 越 没法 解释 深度 神经网络 直接 没法 解释 很多 机器 学习 里 东西   其实 统计 里 早 八百 十年   只不过 领域   取 新名词 LASSO   取 正则 化 名字 现在   火往 挤   对抗 出来 后   一堆 人 疯狂 改   稍微 调 几个 参数   改某 步骤 好点   一篇 论文 观点 碰撞 大概 瞄   没有 东西   传统 cnn   亮点 第几页 没有 新 东西 July   呵呵   东拼西凑 抄 JerryLead 牛人   July 人品   好歹 致谢   去 JerryLead 博文   July 纯粹 抄过去 箱 线图 百分之 25 75 分 位数 1.5 倍 下界 划定 是否 离群   当然 数据 真实 分布 调整 NVIDA 官网   1050 1080   其实 深度 学习 相差 大 同一个 量级   6.1 分 认识 业界 大牛前 几天 聊天   买 块 1060 1060 足矣   1080 学习 没什么 大 差别 记得 添加 清华 源 不能 引号 试试 conda   config   add   channels   https mirrors tuna tsinghua edu cn anaconda pkgs free conda   config   set   show channel urls   yes   李老师 帖子 里 李飞飞 补补       整个 计算机 视觉 业界 超级 大牛   行走 神人 级学霸 现在 学 简单 太 SVM 手推 一遍   学 太 容易 百度   教程 一大 范数 球 卷积 神经网络   直接 暴力 卷积 提取 特征 就行   缺点 很多 卷积 算子 基于 规则 提取 特征   无法解释   数据量 足够   深度 网络 效果 会 不错 银行 SAS   实诚 讲 一句   玩意 没前途 贵 闭源 Dale   Bent SPSS 卖 IBM 后 加入 竞争对手 Revolution   R   一句 话 软件 已经 符合 时代 SAS matlab   没用 打算 学   实诚 一句   远离 多远   统计分析 R 前途 觉得 R 包 其实 更 顺手   xgboost   R 直接 命令 装上 要读 帮助 文档 出来   参数 介绍   包 介绍   例子 详细 更 方便 最 重要 统计 漏 统计 思想   老师 其实 很多 地方 深入   很多 东西 简化 讲 可能 照顾 大部分   混合 高斯 贝叶斯 统计 基础 不要 太好 理解 凸 优化 一本 700 多页 书   这块 真 弄懂 的确 容易   SVM 部分 老师 简化 大部分 内容   这部分 跳 实诚   表达能力   反应 能力   内涵   思维 速度 离邹 老师 差太远 小象 课 开 一堂 试听   上周 听 李伟 试讲 SVM 理解 透   神经网络 其实 简单   没什么 门槛 三 四 区别   三 重播 就行了 李伟 讲 不行   听 试听 没报
